ID,NAME,MKT,INDUSTRY_NAME_1,INDUSTRY_NAME_2
3030,德律,TSE,電子設備,電機設備
3029,零壹,TSE,軟體服務,應用軟體
3028,增你強,TSE,資訊通路,零組件代理
3027,盛達,TSE,網路設備,數據機
3026,禾伸堂,TSE,電子零組件,被動元件
3025,星通,TSE,網路設備,網路卡
3024,憶聲,TSE,家電製品,家電
3023,信邦,TSE,電子零組件,連接器
3022,威強電,TSE,主機板,工業電腦
3021,鴻名,TSE,電子零組件,連接器
3019,亞光,TSE,消費性電子,照相機
3018,同開,TSE,電子設備,廠辦機電
3017,奇鋐,TSE,電子零組件,散熱零組件
3016,嘉晶,TSE,半導體,晶圓材料
3015,全漢,TSE,電子零組件,電源供應器
3014,聯陽,TSE,半導體,IC設計
3013,晟銘電,TSE,電子零組件,機殼
3011,今皓,TSE,電子零組件,連接器
3010,華立,TSE,資訊通路,零組件代理
3008,大立光,TSE,消費性電子,照相機
3006,晶豪科,TSE,半導體,IC設計
3005,神基,TSE,電子零組件,機殼
3004,豐達科,TSE,機車船製造,航空器製造
3003,健和興,TSE,汽車組件,汽車組件
3002,歐格,TSE,電子零組件,電源供應器
2939,凱羿-KY,TSE,貿易業,貿易業
2937,集雅社,OTC,資訊通路,3C通路
2936,客思達-KY,TSE,貿易業,貿易業
2929,淘帝-KY,TSE,百貨批發,百貨購物中
2928,紅馬-KY,OTC,百貨批發,百貨購物中
2926,誠品生活,OTC,百貨批發,百貨購物中
2924,東凌-KY,OTC,百貨批發,百貨購物中
2923,鼎固-KY,TSE,建設,建設
2916,滿心,OTC,百貨批發,百貨購物中
2915,潤泰全,TSE,百貨批發,量販
2913,農林,TSE,貿易業,貿易業
2912,統一超,TSE,百貨批發,便利商店
2911,麗嬰房,TSE,百貨批發,百貨購物中
2910,統領,TSE,百貨批發,百貨購物中
2908,特力,TSE,貿易業,貿易業
2906,高林,TSE,貿易業,貿易業
2905,三商,TSE,百貨批發,百貨購物中
2904,匯僑,TSE,貨運倉儲業,貨運倉儲業
2903,遠百,TSE,百貨批發,百貨購物中
2901,欣欣,TSE,百貨批發,百貨購物中
2897,王道銀行,TSE,本國銀行,本國銀行
2892,第一金,TSE,金融控股,金融控股
2891,中信金,TSE,金融控股,金融控股
2890,永豐金,TSE,金融控股,金融控股
2889,國票金,TSE,金融控股,金融控股
2888,新光金,TSE,金融控股,金融控股
2887,台新金,TSE,金融控股,金融控股
2886,兆豐金,TSE,金融控股,金融控股
2885,元大金,TSE,金融控股,金融控股
2884,玉山金,TSE,金融控股,金融控股
2883,開發金,TSE,金融控股,金融控股
2882,國泰金,TSE,金融控股,金融控股
2881,富邦金,TSE,金融控股,金融控股
2880,華南金,TSE,金融控股,金融控股
2867,三商壽,TSE,壽險業,壽險業
2855,統一證,TSE,證券,證券
2852,第一保,TSE,產險業,產險業
2851,中再保,TSE,產險業,產險業
2850,新產,TSE,產險業,產險業
2849,安泰銀,TSE,本國銀行,本國銀行
2845,遠東銀,TSE,本國銀行,本國銀行
2841,台開,TSE,營造,營造
2838,聯邦銀,TSE,本國銀行,本國銀行
2836,高雄銀,TSE,本國銀行,本國銀行
2834,臺企銀,TSE,本國銀行,本國銀行
2832,台產,TSE,產險業,產險業
2823,中壽,TSE,壽險業,壽險業
2820,華票,TSE,票券公司,票券公司
2816,旺旺保,TSE,產險業,產險業
2812,台中銀,TSE,本國銀行,本國銀行
2809,京城銀,TSE,本國銀行,本國銀行
2801,彰銀,TSE,本國銀行,本國銀行
2748,雲品,TSE,餐飲飯店,飯店業
2745,五福,OTC,旅行社,旅行社
2740,天蔥,OTC,餐飲飯店,餐飲業
2739,寒舍,TSE,餐飲飯店,飯店業
2736,高野,OTC,餐飲飯店,飯店業
2734,易飛網,OTC,旅行社,旅行社
2732,六角,OTC,餐飲飯店,餐飲業
2731,雄獅,TSE,旅行社,旅行社
2729,瓦城,OTC,餐飲飯店,餐飲業
2727,王品,TSE,餐飲飯店,餐飲業
2726,雅茗-KY,OTC,餐飲飯店,餐飲業
2724,富驛-KY,OTC,餐飲飯店,飯店業
2723,美食-KY,TSE,餐飲飯店,餐飲業
2722,夏都,TSE,餐飲飯店,飯店業
2719,燦星旅,OTC,旅行社,旅行社
2718,晶悅,OTC,餐飲飯店,飯店業
2712,遠雄來,TSE,餐飲飯店,飯店業
2707,晶華,TSE,餐飲飯店,飯店業
2706,第一店,TSE,餐飲飯店,飯店業
2705,六福,TSE,餐飲飯店,飯店業
2704,國賓,TSE,餐飲飯店,飯店業
2702,華園,TSE,餐飲飯店,飯店業
2701,萬企,TSE,餐飲飯店,飯店業
2643,捷迅,OTC,貨運倉儲業,貨運倉儲業
2642,宅配通,TSE,貨運倉儲業,貨運倉儲業
2641,正德,OTC,海運,散裝輪
2640,大車隊,OTC,陸運業,汽車陸運
2637,慧洋-KY,TSE,海運,散裝輪
2636,台驊投控,TSE,貨運倉儲業,貨運倉儲業
2634,漢翔,TSE,機車船製造,航空器製造
2633,台灣高鐵,TSE,陸運業,鐵路運輸
2630,亞航,TSE,機車船製造,航空器製造
2618,長榮航,TSE,空運業,空運業
2617,台航,TSE,海運,散裝輪
2616,山隆,TSE,公用事業,加油站
2615,萬海,TSE,海運,貨櫃輪
2614,東森,TSE,海運,散裝輪
2613,中櫃,TSE,貨運倉儲業,貨運倉儲業
2612,中航,TSE,海運,散裝輪
2611,志信,TSE,貨運倉儲業,貨運倉儲業
2610,華航,TSE,空運業,空運業
2609,陽明,TSE,海運,貨櫃輪
2608,嘉里大榮,TSE,貨運倉儲業,貨運倉儲業
2607,榮運,TSE,貨運倉儲業,貨運倉儲業
2606,裕民,TSE,海運,散裝輪
2605,新興,TSE,海運,散裝輪
2603,長榮,TSE,海運,貨櫃輪
2601,益航,TSE,海運,散裝輪
2597,潤弘,TSE,營造,營造
2596,綠意,OTC,建設,建設
2548,華固,TSE,建設,建設
2547,日勝生,TSE,建設,建設
2546,根基,TSE,營造,營造
2545,皇翔,TSE,建設,建設
2543,皇昌,TSE,營造,營造
2542,興富發,TSE,建設,建設
2540,愛山林,TSE,建設,建設
2539,櫻花建,TSE,建設,建設
2538,基泰,TSE,建設,建設
2537,聯上發,TSE,建設,建設
2536,宏普,TSE,建設,建設
2535,達欣工,TSE,營造,營造
2534,宏盛,TSE,建設,建設
2530,華建,TSE,建設,建設
2528,皇普,TSE,建設,建設
2527,宏璟,TSE,建設,建設
2524,京城,TSE,建設,建設
2520,冠德,TSE,建設,建設
2516,新建,TSE,營造,營造
2515,中工,TSE,營造,營造
2514,龍邦,TSE,建設,建設
2511,太子,TSE,建設,建設
2509,全坤建,TSE,建設,建設
2506,太設,TSE,建設,建設
2505,國揚,TSE,建設,建設
2504,國產,TSE,預拌混凝土,預拌混凝土
2501,國建,TSE,建設,建設
2499,東貝,TSE,光電/ IO,封裝及應用
2498,宏達電,TSE,通訊設備,手機
2497,怡利電,TSE,汽車組件,汽車組件
2496,卓越,TSE,其他,其他服務
2495,普安,TSE,光電/ IO,硬碟磁碟
2493,揚博,TSE,電子設備,電機設備
2492,華新科,TSE,電子零組件,被動元件
2491,吉祥全,TSE,光電/ IO,光碟
2489,瑞軒,TSE,光電/ IO,監視器
2488,漢平,TSE,消費性電子,音響設備
2486,一詮,TSE,電子零組件,光電導線架
2485,兆赫,TSE,通訊設備,通訊設備
2484,希華,TSE,電子零組件,石英元件
2483,百容,TSE,電子零組件,沖壓零組件
2482,連宇,TSE,光電/ IO,PC週邊
2481,強茂,TSE,電子零組件,二極體整流
2480,敦陽科,TSE,軟體服務,系統整合
2478,大毅,TSE,電子零組件,被動元件
2477,美隆電,TSE,消費性電子,音響設備
2476,鉅祥,TSE,電子零組件,沖壓零組件
2474,可成,TSE,電子零組件,機殼
2472,立隆電,TSE,電子零組件,被動元件
2471,資通,TSE,軟體服務,系統整合
2468,華經,TSE,軟體服務,系統整合
2467,志聖,TSE,電子設備,電機設備
2466,冠西電,TSE,光電/ IO,封裝及應用
2465,麗臺,TSE,主機板,繪圖卡
2464,盟立,TSE,電子設備,廠辦機電
2462,良得電,TSE,電子零組件,連接器
2461,光群雷,TSE,其他電子,其他電子
2460,建通,TSE,電子零組件,沖壓零組件
2459,敦吉,TSE,資訊通路,零組件代理
2458,義隆,TSE,半導體,IC設計
2457,飛宏,TSE,電子零組件,電源供應器
2456,奇力新,TSE,電子零組件,被動元件
2455,全新,TSE,半導體,特用IC
2454,聯發科,TSE,半導體,IC設計
2453,凌群,TSE,軟體服務,系統整合
2451,創見,TSE,半導體,記憶體模組
2450,神腦,TSE,資訊通路,3C通路
2449,京元電子,TSE,半導體,IC封測
2448,晶電,TSE,光電/ IO,磊晶及晶粒
2444,兆勁,TSE,網路設備,數據機
2443,新利虹,TSE,光電/ IO,監視器
2442,新美齊,TSE,建設,建設
2441,超豐,TSE,半導體,IC封測
2440,太空梭,TSE,電子零組件,連接器
2439,美律,TSE,消費性電子,音響設備
2438,翔耀,TSE,光電/ IO,LCD-其他
2436,偉詮電,TSE,半導體,IC設計
2434,統懋,TSE,電子零組件,二極體整流
2433,互盛電,TSE,資訊通路,3C通路
2431,聯昌,TSE,電子零組件,電源供應器
2430,燦坤,TSE,資訊通路,3C通路
2429,銘旺科,TSE,主機板,PCB
2428,興勤,TSE,電子零組件,被動元件
2427,三商電,TSE,軟體服務,系統整合
2426,鼎元,TSE,光電/ IO,磊晶及晶粒
2425,承啟,TSE,主機板,繪圖卡
2424,隴華,TSE,軟體服務,應用軟體
2423,固緯,TSE,電子設備,電機設備
2421,建準,TSE,電子零組件,散熱零組件
2420,新巨,TSE,電子零組件,電源供應器
2419,仲琦,TSE,網路設備,數據機
2417,圓剛,TSE,主機板,電視卡
2415,錩新,TSE,消費性電子,音響設備
2414,精技,TSE,資訊通路,3C通路
2413,環科,TSE,電子零組件,電源供應器
2412,中華電,TSE,通訊設備,電信業
2409,友達,TSE,光電/ IO,LCD 面板
2408,南亞科,TSE,半導體,記憶體製造
2406,國碩,TSE,光電/ IO,矽晶圓
2405,浩鑫,TSE,PC系統,NB
2404,漢唐,TSE,電子設備,廠辦機電
2402,毅嘉,TSE,主機板,軟板
2401,凌陽,TSE,半導體,IC設計
2399,映泰,TSE,主機板,主機板
2397,友通,TSE,主機板,工業電腦
2395,研華,TSE,主機板,工業電腦
2393,億光,TSE,光電/ IO,封裝及應用
2392,正崴,TSE,電子零組件,連接器
2390,云辰,TSE,光電/ IO,監控系統
2388,威盛,TSE,半導體,IC設計
2387,精元,TSE,光電/ IO,PC週邊
2385,群光,TSE,光電/ IO,PC週邊
2383,台光電,TSE,主機板,銅箔基板
2382,廣達,TSE,PC系統,NB
2380,虹光,TSE,光電/ IO,掃瞄器
2379,瑞昱,TSE,半導體,IC設計
2377,微星,TSE,主機板,主機板
2376,技嘉,TSE,主機板,主機板
2375,智寶,TSE,電子零組件,被動元件
2374,佳能,TSE,消費性電子,照相機
2373,震旦行,TSE,資訊通路,3C通路
2371,大同,TSE,電機製品,電機
2369,菱生,TSE,半導體,IC封測
2368,金像電,TSE,主機板,PCB
2367,燿華,TSE,主機板,PCB
2365,昆盈,TSE,光電/ IO,PC週邊
2364,倫飛,TSE,PC系統,NB
2363,矽統,TSE,半導體,IC設計
2362,藍天,TSE,PC系統,NB
2360,致茂,TSE,電子設備,電機設備
2359,所羅門,TSE,資訊通路,零組件代理
2358,廷鑫,TSE,金屬基本,鋁鋅
2357,華碩,TSE,PC系統,PC品牌
2356,英業達,TSE,PC系統,NB
2355,敬鵬,TSE,主機板,PCB
2354,鴻準,TSE,電子零組件,機殼
2353,宏碁,TSE,PC系統,PC品牌
2352,佳世達,TSE,光電/ IO,監視器
2351,順德,TSE,半導體,IC導線架
2349,錸德,TSE,光電/ IO,光碟
2348,海悅,TSE,建設,建設
2347,聯強,TSE,資訊通路,3C通路
2345,智邦,TSE,網路設備,網路卡
2344,華邦電,TSE,半導體,記憶體製造
2342,茂矽,TSE,半導體,晶圓代工
2340,光磊,TSE,光電/ IO,磊晶及晶粒
2338,光罩,TSE,半導體,IC光罩
2337,旺宏,TSE,半導體,記憶體製造
2332,友訊,TSE,網路設備,網路卡
2331,精英,TSE,主機板,主機板
2330,台積電,TSE,半導體,晶圓代工
2329,華泰,TSE,半導體,IC封測
2328,廣宇,TSE,電子零組件,連接器
2327,國巨,TSE,電子零組件,被動元件
2324,仁寶,TSE,PC系統,NB
2323,中環,TSE,光電/ IO,光碟
2321,東訊,TSE,網路設備,數據機
2317,鴻海,TSE,PC系統,PC
2316,楠梓電,TSE,主機板,PCB
2314,台揚,TSE,通訊設備,通訊設備
2313,華通,TSE,主機板,PCB
2312,金寶,TSE,網路設備,數據機
2308,台達電,TSE,電子零組件,電源供應器
2305,全友,TSE,光電/ IO,掃瞄器
2303,聯電,TSE,半導體,晶圓代工
2302,麗正,TSE,電子零組件,二極體整流
2301,光寶科,TSE,光電/ IO,PC週邊
2243,宏旭-KY,TSE,汽車組件,汽車組件
2239,英利-KY,TSE,汽車組件,汽車組件
2236,百達-KY,TSE,汽車組件,汽車組件
2235,謚源,OTC,汽車組件,汽車組件
2233,宇隆,OTC,汽車組件,汽車組件
2231,為升,TSE,汽車組件,汽車組件
2230,泰茂,OTC,汽車組件,汽車組件
2228,劍麟,TSE,汽車組件,汽車組件
2227,裕日車,TSE,汽車買賣,汽車買賣
2221,大甲,OTC,金屬基本,鋼管
2208,台船,TSE,機車船製造,船舶製造
2207,和泰車,TSE,汽車買賣,汽車買賣
2206,三陽工業,TSE,汽車製造,汽車製造
2204,中華,TSE,汽車製造,汽車製造
2201,裕隆,TSE,汽車製造,汽車製造
2115,六暉-KY,TSE,汽車組件,汽車組件
2114,鑫永銓,TSE,橡膠,工業橡膠
2109,華豐,TSE,輪胎,輪胎
2108,南帝,TSE,橡膠原料,橡膠原料
2107,厚生,TSE,橡膠,其他橡膠
2106,建大,TSE,輪胎,輪胎
2105,正新,TSE,輪胎,輪胎
2104,國際中橡,TSE,橡膠原料,橡膠原料
2103,台橡,TSE,橡膠原料,橡膠原料
2102,泰豐,TSE,輪胎,輪胎
2101,南港,TSE,輪胎,輪胎
2070,精湛,OTC,儀器設備,儀器設備
2069,運錩,TSE,金屬基本,不銹鋼
2067,嘉鋼,OTC,機械業,模具零件
2066,世德,OTC,汽車組件,汽車組件
2065,世豐,OTC,金屬基本,線材
2064,晉椿,OTC,金屬基本,線材
2063,世鎧,OTC,金屬基本,線材
2062,橋椿,TSE,五金及家具,五金及家具
2061,風青,OTC,金屬基本,銅
2059,川湖,TSE,金屬製品,金屬製品
2049,上銀,TSE,機械業,模具零件
2038,海光,TSE,金屬基本,鋼筋
2035,唐榮,OTC,金屬基本,不銹鋼
2034,允強,TSE,金屬基本,鋼管
2033,佳大,TSE,金屬基本,線材
2032,新鋼,TSE,金屬基本,不銹鋼
2031,新光鋼,TSE,金屬基本,鋼板
2030,彰源,TSE,金屬基本,鋼管
2029,盛餘,TSE,金屬基本,鋼板
2028,威致,TSE,金屬基本,鋼筋
2027,大成鋼,TSE,金屬基本,不銹鋼
2025,千興,TSE,金屬基本,不銹鋼
2024,志聯,TSE,金屬基本,線材
2023,燁輝,TSE,金屬基本,鋼板
2022,聚亨,TSE,金屬基本,線材
2020,美亞,TSE,金屬基本,鋼管
2017,官田鋼,TSE,金屬基本,線材
2015,豐興,TSE,金屬基本,鋼筋
2014,中鴻,TSE,金屬基本,鋼板
2013,中鋼構,TSE,金屬基本,鋼筋
2012,春雨,TSE,金屬基本,線材
2010,春源,TSE,金屬基本,鋼板
2009,第一銅,TSE,金屬基本,銅
2008,高興昌,TSE,金屬基本,鋼管
2007,燁興,TSE,金屬基本,線材
2006,東和鋼鐵,TSE,金屬基本,鋼筋
2002,中鋼,TSE,金屬基本,鋼板
1909,榮成,TSE,造紙,造紙
1907,永豐餘,TSE,造紙,造紙
1906,寶隆,TSE,造紙,造紙
1905,華紙,TSE,紙漿,紙漿
1904,正隆,TSE,造紙,造紙
1903,士紙,TSE,造紙,造紙
1902,台紙,TSE,紙漿,紙漿
1817,凱撒衛,TSE,玻璃陶瓷,玻璃陶瓷
1815,富喬,OTC,主機板,玻纖紗. 布
1813,寶利徠,OTC,醫療耗材,醫療耗材
1810,和成,TSE,玻璃陶瓷,玻璃陶瓷
1809,中釉,TSE,玻璃陶瓷,玻璃陶瓷
1808,潤隆,TSE,建設,建設
1806,冠軍,TSE,玻璃陶瓷,玻璃陶瓷
1805,寶徠,TSE,建設,建設
1802,台玻,TSE,玻璃陶瓷,玻璃陶瓷
1799,易威,OTC,藥,西藥
1796,金穎生技,OTC,藥,機能性食品
1795,美時,OTC,藥,西藥
1789,神隆,TSE,藥,西藥
1788,杏昌,OTC,醫療耗材,醫療耗材
1787,福盈科,OTC,染料及顏料,染料及顏料
1786,科妍,TSE,醫療耗材,醫療耗材
1785,光洋科,OTC,資源回收,貴金屬回收
1784,訊聯,OTC,生物科技,生物科技
1783,和康生,TSE,醫療耗材,醫療耗材
1781,合世,OTC,醫療耗材,醫療耗材
1777,生泰,OTC,藥,西藥
1776,展宇,TSE,樹脂,樹脂
1773,勝一,TSE,其他化學,其他化學
1762,中化生,TSE,藥,西藥
1760,寶齡富錦,TSE,藥,西藥
1752,南光,OTC,藥,西藥
1742,台蠟,OTC,其他化學,其他化學
1737,臺鹽,TSE,藥,機能性食品
1736,喬山,TSE,醫療耗材,醫療耗材
1735,日勝化,TSE,樹脂,樹脂
1734,杏輝,TSE,藥,西藥
1733,五鼎,TSE,醫療耗材,醫療耗材
1732,毛寶,TSE,清潔劑,清潔用品
1731,美吾華,TSE,藥,西藥
1730,花仙子,TSE,清潔劑,清潔用品
1727,中華化,TSE,其他化學,其他化學
1726,永記,TSE,染料及顏料,染料及顏料
1725,元禎,TSE,其他化學,其他化學
1724,台硝,TSE,其他化學,其他化學
1723,中碳,TSE,其他化學,其他化學
1722,台肥,TSE,藥,農藥肥料
1721,三晃,TSE,樹脂,樹脂
1720,生達,TSE,藥,西藥
1718,中纖,TSE,石化,化纖
1717,長興,TSE,樹脂,樹脂
1714,和桐,TSE,清潔劑,清潔劑原料
1713,國化,TSE,染料及顏料,染料及顏料
1712,興農,TSE,藥,農藥肥料
1711,永光,TSE,染料及顏料,染料及顏料
1710,東聯,TSE,石化,化纖
1709,和益,TSE,清潔劑,清潔劑原料
1708,東鹼,TSE,其他化學,其他化學
1707,葡萄王,TSE,藥,機能性食品
1702,南僑,TSE,油脂飼料,油脂飼料
1701,中化,TSE,藥,西藥
1626,艾美特-KY,TSE,家電製品,家電
1618,合機,TSE,電線,電線
1617,榮星,TSE,電線,電線
1616,億泰,TSE,電線,電線
1615,大山,TSE,電線,電線
1614,三洋電,TSE,家電製品,家電
1612,宏泰,TSE,電線,電線
1611,中電,TSE,家電製品,照明
1609,大亞,TSE,電線,電線
1608,華榮,TSE,電線,電線
1605,華新,TSE,電線,電線
1604,聲寶,TSE,家電製品,家電
1603,華電,TSE,電線,電線
1599,宏佳騰,OTC,汽車製造,汽車製造
1598,岱宇,TSE,醫療耗材,醫療耗材
1597,直得,OTC,機械業,模具零件
1595,川寶,OTC,電子設備,電機設備
1593,祺驊,OTC,機械業,模具零件
1592,英瑞-KY,TSE,汽車組件,汽車組件
1591,駿吉-KY,OTC,機械業,工具機
1590,亞德客-KY,TSE,機械業,模具零件
1589,永冠-KY,TSE,機械業,模具零件
1587,吉茂,TSE,汽車組件,汽車組件
1586,和勤,OTC,光電/ IO,硬碟磁碟
1584,精剛,OTC,金屬基本,不銹鋼
1583,程泰,TSE,機械業,工具機
1582,信錦,TSE,電子零組件,機殼
1580,新麥,OTC,其他電製品,其他電製品
1570,力肯,OTC,機械業,工具機
1569,濱川,OTC,電子零組件,沖壓零組件
1568,倉佑,TSE,汽車組件,汽車組件
1566,捷邦,OTC,汽車組件,汽車組件
1565,精華,OTC,醫療耗材,醫療耗材
1560,中砂,TSE,機械業,模具零件
1558,伸興,TSE,機械業,紡織工具機
1541,錩泰,TSE,機械業,工具機
1540,喬福,TSE,機械業,工具機
1539,巨庭,TSE,機械業,工具機
1538,正峰新,TSE,機械業,工具機
1537,廣隆,TSE,電子零組件,3C二次電池
1536,和大,TSE,汽車組件,汽車組件
1535,中宇,TSE,電機製品,機電工程
1533,車王電,TSE,汽車組件,汽車組件
1532,勤美,TSE,機械業,模具零件
1531,高林股,TSE,機械業,紡織工具機
1530,亞崴,TSE,機械業,工具機
1529,樂士,TSE,電機製品,電機
1528,恩德,TSE,機械業,工具機
1527,鑽全,TSE,機械業,工具機
1526,日馳,TSE,自行車組件,自行車組件
1525,江申,TSE,汽車組件,汽車組件
1524,耿鼎,TSE,汽車組件,汽車組件
1522,堤維西,TSE,汽車組件,汽車組件
1521,大億,TSE,汽車組件,汽車組件
1519,華城,TSE,電機製品,電機
1517,利奇,TSE,自行車組件,自行車組件
1516,川飛,TSE,其他,其他製造業
1515,力山,TSE,機械業,工具機
1514,亞力,TSE,電機製品,電機
1513,中興電,TSE,電機製品,電機
1512,瑞利,TSE,汽車組件,汽車組件
1507,永大,TSE,電機製品,電機
1506,正道,TSE,汽車組件,汽車組件
1504,東元,TSE,電機製品,電機
1503,士電,TSE,電機製品,電機
1477,聚陽,TSE,成衣,成衣製造
1476,儒鴻,TSE,成衣,成衣製造
1475,本盟,TSE,成衣,織布
1474,弘裕,TSE,成衣,織布
1473,台南,TSE,成衣,成衣製造
1472,三洋紡,TSE,人纖,尼龍絲
1471,首利,TSE,電子零組件,電源供應器
1470,大統新創,TSE,染整,染整
1468,昶和,TSE,成衣,織布
1467,南緯,TSE,成衣,成衣製造
1466,聚隆,TSE,人纖,尼龍絲
1465,偉全,TSE,成衣,織布
1464,得力,TSE,成衣,織布
1463,強盛,TSE,染整,染整
1460,宏遠,TSE,成衣,織布
1459,聯發,TSE,人纖,加工絲
1457,宜進,TSE,人纖,加工絲
1456,怡華,TSE,成衣,織布
1455,集盛,TSE,人纖,尼龍絲
1454,台富,TSE,成衣,織布
1453,大將,TSE,建設,建設
1452,宏益,TSE,人纖,加工絲
1451,年興,TSE,成衣,成衣製造
1449,佳和,TSE,成衣,織布
1447,力鵬,TSE,人纖,尼龍絲
1446,宏和,TSE,成衣,織布
1445,大宇,TSE,成衣,織布
1444,力麗,TSE,人纖,加工絲
1443,立益,TSE,棉紡,聚酯紗棉紗
1442,名軒,TSE,建設,建設
1441,大東,TSE,棉紡,聚酯紗棉紗
1440,南紡,TSE,人纖,聚酯絲棉
1439,中和,TSE,毛紡,毛紡
1438,裕豐,TSE,建設,建設
1437,勤益控,TSE,物業管理,物業管理
1436,華友聯,TSE,建設,建設
1435,中福,TSE,網路設備,數據機
1434,福懋,TSE,成衣,織布
1432,大魯閣,TSE,百貨批發,百貨購物中
1423,利華,TSE,毛紡,毛紡
1419,新紡,TSE,成衣,織布
1418,東華,TSE,棉紡,亞克力纖維
1417,嘉裕,TSE,成衣,成衣製造
1416,廣豐,TSE,棉紡,聚酯紗棉紗
1414,東和,TSE,棉紡,聚酯紗棉紗
1413,宏洲,TSE,人纖,加工絲
1410,南染,TSE,染整,染整
1409,新纖,TSE,人纖,聚酯絲棉
1402,遠東新,TSE,人纖,聚酯絲棉
1341,富林-KY,TSE,石化,合成皮
1340,勝悅-KY,TSE,塑膠製品,塑膠製品
1339,昭輝,TSE,汽車組件,汽車組件
1338,廣華-KY,TSE,汽車組件,汽車組件
1337,再生-KY,TSE,塑膠製品,塑膠製品
1336,台翰,OTC,電子零組件,機殼
1333,恩得利,OTC,電子零組件,連接器
1326,台化,TSE,石化,泛用塑膠
1325,恒大,TSE,不織布,不織布
1324,地球,TSE,石化,膠帶
1323,永裕,TSE,石化,塑膠加工
1321,大洋,TSE,石化,塑膠加工
1319,東陽,TSE,汽車組件,汽車組件
1316,上曜,TSE,建設,建設
1315,達新,TSE,石化,塑膠加工
1314,中石化,TSE,石化,化纖
1313,聯成,TSE,石化,可塑劑
1312,國喬,TSE,石化,泛用塑膠
1310,台苯,TSE,石化,泛用塑膠
1309,台達化,TSE,石化,泛用塑膠
1308,亞聚,TSE,石化,泛用塑膠
1307,三芳,TSE,石化,合成皮
1305,華夏,TSE,石化,泛用塑膠
1304,台聚,TSE,石化,泛用塑膠
1303,南亞,TSE,石化,泛用塑膠
1301,台塑,TSE,石化,泛用塑膠
1268,漢來美食,OTC,餐飲飯店,餐飲業
1264,德麥,OTC,其他食品,其他食品
1262,綠悅-KY,TSE,石化,膠帶
1259,安心,OTC,餐飲飯店,餐飲業
1258,其祥-KY,OTC,其他食品,其他食品
1256,鮮活果汁-KY,TSE,飲料乳品,飲料乳品
1240,茂生農經,OTC,油脂飼料,油脂飼料
1236,宏亞,TSE,其他食品,其他食品
1235,興泰,TSE,油脂飼料,油脂飼料
1234,黑松,TSE,飲料乳品,飲料乳品
1233,天仁,TSE,其他食品,其他食品
1232,大統益,TSE,油脂飼料,油脂飼料
1231,聯華食,TSE,其他食品,其他食品
1229,聯華,TSE,油脂飼料,油脂飼料
1227,佳格,TSE,其他食品,其他食品
1225,福懋油,TSE,油脂飼料,油脂飼料
1220,台榮,TSE,油脂飼料,油脂飼料
1219,福壽,TSE,油脂飼料,油脂飼料
1218,泰山,TSE,油脂飼料,油脂飼料
1217,愛之味,TSE,罐頭加工,罐頭加工
1216,統一,TSE,飲料乳品,飲料乳品
1215,卜蜂,TSE,油脂飼料,油脂飼料
1213,大飲,TSE,飲料乳品,飲料乳品
1210,大成,TSE,油脂飼料,油脂飼料
1203,味王,TSE,其他食品,其他食品
1201,味全,TSE,飲料乳品,飲料乳品
1110,東泥,TSE,水泥製造,水泥製造
1109,信大,TSE,水泥製造,水泥製造
1108,幸福,TSE,水泥製造,水泥製造
1104,環泥,TSE,水泥製造,水泥製造
1103,嘉泥,TSE,水泥製造,水泥製造
1102,亞泥,TSE,水泥製造,水泥製造
1101,台泥,TSE,水泥製造,水泥製造
